               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  81,              1.0644,             0.57174,             0.99413,             0.87255,             0.78375,             0.83482,             0.53582,              1.0096,             0.47878,              0.9483,             0.00208,             0.00208,             0.00208
                  82,              1.0463,             0.57214,              1.0021,             0.88189,             0.76728,             0.82666,             0.53196,              1.0189,             0.48524,             0.95267,            0.001981,            0.001981,            0.001981
                  83,              1.0691,             0.57272,             0.98575,             0.88114,             0.77836,             0.83074,             0.53143,              1.0168,             0.48522,             0.95206,            0.001882,            0.001882,            0.001882
                  84,              1.0566,             0.57916,             0.98079,             0.87537,             0.76709,             0.82777,             0.53247,             0.99801,             0.47527,             0.94673,            0.001783,            0.001783,            0.001783
                  85,              1.0304,               0.557,             0.97829,             0.87072,             0.79308,             0.84824,             0.53363,             0.99626,             0.47922,             0.93867,            0.001684,            0.001684,            0.001684
                  86,              1.0403,             0.57048,               0.975,             0.90138,              0.7736,             0.84834,             0.54902,             0.99695,             0.47988,             0.93894,            0.001585,            0.001585,            0.001585
                  87,              1.0453,             0.56814,             0.98126,             0.88992,             0.78647,             0.85547,             0.53884,              1.0036,             0.47871,             0.94649,            0.001486,            0.001486,            0.001486
                  88,              1.0427,             0.55113,             0.97975,             0.87443,               0.801,             0.85084,             0.54629,             0.99436,             0.47572,             0.94074,            0.001387,            0.001387,            0.001387
                  89,              1.0345,             0.55618,             0.98433,             0.87964,             0.77444,             0.83884,             0.54204,             0.99023,              0.4764,             0.93711,            0.001288,            0.001288,            0.001288
                  90,              0.9789,             0.51664,             0.97653,             0.87607,             0.77672,             0.84278,             0.53485,              1.0037,             0.48486,             0.94375,            0.001189,            0.001189,            0.001189
                  91,             0.96949,             0.49525,             0.96116,             0.86733,             0.79349,             0.84331,             0.53963,             0.98901,             0.47729,             0.94054,             0.00109,             0.00109,             0.00109
                  92,             0.96983,              0.5021,             0.97016,               0.868,             0.79353,              0.8437,             0.54178,             0.97851,             0.47267,             0.93415,            0.000991,            0.000991,            0.000991
                  93,             0.96885,             0.49394,             0.96079,             0.88285,             0.80196,             0.85605,             0.55353,             0.98346,             0.47115,             0.93888,            0.000892,            0.000892,            0.000892
                  94,             0.97491,             0.49267,             0.96788,              0.9161,             0.76198,             0.84884,             0.55112,             0.97468,             0.46733,             0.93379,            0.000793,            0.000793,            0.000793
                  95,             0.94759,             0.48619,             0.95157,             0.86511,             0.79762,             0.84307,             0.54915,             0.98246,             0.47335,             0.93517,            0.000694,            0.000694,            0.000694
                  96,              0.9524,             0.47928,             0.95289,             0.86729,             0.80357,             0.84446,             0.54231,             0.98354,              0.4707,              0.9369,            0.000595,            0.000595,            0.000595
                  97,             0.95865,             0.48321,             0.95081,             0.89619,             0.77488,              0.8426,             0.54751,             0.98371,             0.46842,             0.93483,            0.000496,            0.000496,            0.000496
                  98,             0.93679,             0.47349,             0.95839,             0.89574,              0.7861,             0.85682,             0.55241,             0.98182,             0.46526,             0.93342,            0.000397,            0.000397,            0.000397
                  99,             0.93392,              0.4793,             0.94156,             0.88775,             0.78481,             0.84796,             0.55357,             0.97497,             0.46085,             0.93327,            0.000298,            0.000298,            0.000298
