               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  64,              1.3063,             0.70705,              1.1701,              0.8365,             0.75768,             0.78883,             0.51737,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                  65,              1.3048,             0.70427,              1.1743,             0.80854,             0.75498,             0.78509,             0.51605,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                  66,              1.2682,             0.69539,              1.1623,             0.81506,             0.74653,             0.78776,             0.51291,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                  67,              1.2747,             0.69322,              1.1724,             0.80715,             0.76628,             0.79127,             0.51782,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                  68,              1.2741,             0.68934,              1.1704,             0.81899,             0.77049,               0.795,             0.52514,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                  69,              1.2656,             0.68365,              1.1641,             0.82293,             0.75131,             0.78655,             0.52179,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                  70,              1.2702,             0.68425,              1.1628,              0.8072,             0.77191,             0.79173,             0.51809,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                  71,              1.2754,             0.67984,              1.1642,             0.82416,              0.7652,             0.79954,             0.52702,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                  72,              1.2687,             0.68197,              1.1585,             0.82386,             0.75456,             0.79927,             0.52074,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                  73,              1.2458,             0.66479,              1.1495,             0.82963,             0.74361,             0.79727,             0.52882,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                  74,              1.2344,             0.65576,              1.1689,             0.83327,             0.76484,             0.79465,             0.52859,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                  75,              1.2653,             0.68087,               1.167,             0.83088,               0.755,             0.79566,             0.52401,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                  76,              1.2438,             0.65889,               1.147,             0.83524,             0.77924,             0.80813,             0.52548,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                  77,              1.2564,             0.66351,              1.1525,             0.84526,             0.76239,              0.8021,              0.5253,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                  78,              1.2517,             0.66456,              1.1594,             0.85964,             0.75623,             0.79157,             0.52458,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                  79,              1.2335,             0.65968,              1.1496,             0.81974,             0.77606,             0.80316,             0.52968,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                  80,              1.2024,             0.63691,              1.1396,             0.83372,             0.74723,             0.79262,             0.52543,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                  81,              1.2032,             0.63667,              1.1451,             0.82872,             0.77075,             0.80491,             0.53639,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                  82,              1.2168,             0.64063,              1.1406,             0.81404,             0.79049,             0.80443,             0.53737,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                  83,              1.1981,             0.64184,              1.1467,             0.84077,             0.77417,              0.7989,              0.5292,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                  84,              1.1969,             0.63331,              1.1455,             0.82422,             0.78589,             0.80156,               0.533,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                  85,              1.2117,             0.63679,              1.1476,             0.84393,              0.7995,             0.81376,              0.5369,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                  86,              1.1859,             0.62069,              1.1382,             0.84436,             0.78055,             0.80587,             0.52977,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
