               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  61,              1.3136,             0.70686,               1.165,             0.85097,             0.75734,             0.79653,              0.5235,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                  62,              1.2815,             0.68708,              1.1638,             0.86691,             0.74028,             0.80154,             0.52342,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                  63,              1.2885,             0.68883,              1.1588,             0.82907,             0.77702,             0.79973,             0.52595,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                  64,              1.2952,             0.67763,              1.1656,              0.8593,              0.7655,             0.79934,             0.53348,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                  65,              1.2984,             0.67717,              1.1717,             0.83133,             0.76463,             0.80005,             0.52956,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                  66,              1.2555,              0.6674,              1.1546,             0.84281,             0.76651,             0.80154,             0.52269,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                  67,              1.2678,              0.6729,              1.1642,             0.83832,             0.74977,             0.79245,               0.517,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                  68,              1.2686,             0.67902,              1.1691,             0.85672,             0.75923,             0.79312,              0.5232,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                  69,              1.2637,              0.6648,               1.162,             0.85871,             0.74636,             0.79619,              0.5233,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                  70,              1.2726,              0.6757,              1.1601,             0.84661,             0.76587,             0.79256,             0.51307,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                  71,              1.2822,             0.67276,              1.1617,             0.84071,             0.77871,             0.81267,             0.52674,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                  72,              1.2746,             0.67564,               1.163,             0.85786,             0.76456,             0.81004,              0.5266,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
